concept_id	ces	deu	ita	eng	pol	rus	nob	ukr	fra	lat
n11623815	cedr libansky cedr libanonsky	cedrus libani libanonzeder	cedro del libano	cedrus libani cedar of lebanon	cedr libanski				cedrus libani	
n02989475	cefotaxim ceftiofur	cefotaxime ceftiofur cephalosporine	cefalosporine  cefotaxima ceftiofur	cefotaxime	cefotaksyma ceftiofur cefalosporyny				cephalosporine ceftiofur cefotaxime	
n12190410	bombax pentandrum	ceiba pentandra kapok bombax pentandrum	kapoc capoc kapok	ceiba pentandra kapok	kapok				ceiba pentandra	
n12747563	hippocrateaceae	hippocrateaceae celastraceae	hippocrateaceae celastraceae	celastraceae					celastracees  celastraceae	
n14437386	slava renome	beruhmtheit	rinomea fama celebrita gloria	celebrity fame	slawa	slava	beromthet	slava	renommee renom gloire	celebritas fama gloria
n07730406	celer	sellerie	sedano	celery		selderej			celeri	
n02990758	celesta	celesta	celeste celesta	celesta	celesta czelesta	chelesta	celesta	chelesta	celesta	
n13967507		zolibat	celibato	celibacy	celibat	celibat			celibat	
n01069125	celibat	zolibat		celibacy chastity	celibat				chastete  celibat	
n02991302	cela	zelle		cell	cela		celle		cellule	
n00006484		zelle	cellula	cell			celle		cellule	cellula
n02992211	violoncello	cello violoncello	violoncello	cello  violoncello	wiolonczela	violoncel	cello	violonchel'	violoncelle	violoncellum
n02992368	celofan	cellophan	cellophane cellofan	cellophane	celofan	cellofan	cellofan	tselofan :tselofan	cellophane	
n05269668	celulitida	cellulite	cellulite	cellulite	cellulitis cellulit				cellulite	
n14339914	celulitis celulitida	cellulite zellulite zellulitis	cellulite	cellulitis	cellulitis				cellulite	
n14793921	celuloza	zellulose	cellulosa	cellulose	celuloza	celljuloza	cellulose sellulose	tseliuloza	cellulose	
n14965135	acetat celulozy	celluloseacetat acetat azetat	acetilcellulosa	cellulose acetate	octan celulozy acetyloceluloza	atsetat	acetat	atsetat	acetate de cellulose	
n05606801		colom	celoma	celom celoma					c_lome	
n11825013		celosia	celosia	celosia	celosia celozja				celosie	
a02957823	keltsky gaelsky	keltisch		celtic gaelic		keltskij			celte	
n03496296	cembalo	cembalo	arpicordo clavicembalo cembalo	cembalo  harpsichord	klawesyn klawicymbal	klavesin	cembalo	klavesin	clavecin	harpsichordium harpicordium
n14804175	cement	zement	cemento	cement	cementowac cement	cement			ciment	caementum
n14805145	cementit	zementit	cementite	cementite	cementyt				cementite	
n05308810	parodontologie cement	zement parodontologie	cemento	cementum cement		cement			cement ciment	
n02993194	kenotaf	cenotaph kenotaph zenotaph	cenotafio	cenotaph	kenotaf kenotafium cenotaf	kenotaf	kenotaf	kenotaf	cenotaphe	cenotaphium
n09903639	cenzor	zensor	censore	censor	cenzor	cenzor				
a00318942		zensuriert		censored					censurames censura censure censuree censurai censures censurerent	
n13613294	ctverecni metr	quadratmeter	metro quadro centiara	centare  square meter		kvadratnyi metr	kvadratmeter	kvadratnii metr	metre carre	metrum quadratum
n09493043	kentaur	zentaur kentaur	centauro	centaur	centaur	kentavr			centaure	centaurus
n11947079		centaurea	centaurea	centaurea genus centaurea	centaurea				centaurea	
n13623856	centilitr	centiliter zentiliter	centilitro cl	centiliter cl	centylitr cl	santilitr	centiliter		centilitre	
n13658828	centimetr	zentimeter	centimetro  cm	centimetre cm centimeter	cm centymetr	santimetr	centimeter	santymetr	centimetre cm	
a00329831	centralni	zentral	centrale	central	centralny	centralnyj	sentral		central	
v00405236	centralizovat	:: zentralisieren zentralisieren		centralise centralize concentrate	centralizowac  scentralizowac	koncentrirovat	sentralisere		concentrer	
n05986822	centralismus	zentralismus	centralismo	centralism	centralizm	tsentralizm	sentralisme	tsentralizm	centralisme	
a02688016	centralista	zentralistisch	centralista	centralist centralistic	centralizator					
n02993546	centrum	zentrum	centro	centre  center		centr	senter		centre	centrum
n08514034			centro	centre  center	centrum				centre  centrer	
v00722232		konzenterieren konzentrieren		centre  center concentrate		sosredotocitsja koncentrirovatsja skoncentrirovatsja	konsentrere seg		centrer concentrer	
n08521816		zentrum		centre center	centrum	centr	sentrum	centr	centre	centrum
n08523483			cuore centro	centre middle eye heart center	centrum		midt		centre _il coeur	
a00330728			centrale centrico	centrical centric		centralnyj			central	
n13445296	centrifugace	zentrifugation	centrifugazione	centrifugation			sentrifugering		centrifugation	
n02995998		zentrifuge	centrifuga	centrifuge separator	centryfuga separator	centrifuga	sentrifuge separator	centryfuha	separateur centrifugeuse	
n05446181		centriole zentriol	centriolo	centriole	centriola				centriole	
n05444324		zentromer	cinetocore centromero	centromere kinetochore	centromer				centromere kinetochore	
n02567484		centropristis	centropristis	centropristis genus centropristis	centropristis				centropristis	
n05446767		centrosom centrosoma zentrosom	centrosoma	centrosome	centrosom				centrosome	
n11804433		centrospermae	centrospermae	centrospermae group centrospermae	centrospermae				centrospermae	
n09905050	centurio	centurio zenturio	centurione	centurion	centurion	centurion		kenturion tsenturion	centurion	centurio
n14326607	cefalea cefalgie		mal di testa emicrania cefalea cefalgia cefalalgia	cephalalgia	migrena	golovnaja bol		holovnyj bil	mal de tete cephalee	
n12050766				cephalanthera genus cephalanthera			cephalanthera		cephalantheres cephalanthera cephalanthere	
n02997391	keramika	keramik	ceramica	ceramic		keramika		keramika	ceramique	
n00935247	keramika keramiky	keramik	ceramica	ceramics	ceramika	keramika	keramikk	keramiki	ceramique	
n14732472	keratin	keratin	cheratina	ceratin keratin	keratyna				keratine	ceratina
n01703866	ceratopsidae		ceratopsidae	ceratopsidae	ceratopsy				ceratopsides ceratopsidae	
n01712752	ceratosaurus	ceratosaurus	ceratosauro ceratosaurus	ceratosaur ceratosaurus	ceratozaur	tseratozavr	ceratosaurus	tseratozavr	ceratosaurus	
n09493204	cerber kerber kerberos	zerberus	cerbero	cerberus	cerber	cerber kerber	kerberos	kerber tserber	cerbere cerberus	cerberus
n11702428		cercidiphyllaceae	cercidiphyllaceae	cercidiphyllaceae family cercidiphyllaceae	cercidiphyllaceae				cercidiphyllaceae	
a02688974	mozkovy cerebralni	zerebral		cerebral	mozgowy	mozgovoj cerebralnyj		mozkovyj	cerebral	cerebralis
n05770926	mysleni			cerebration	porozmyslanie pomyslenie myslenie mysl	myslenije razmyslenije mysl			cerebration	
a02689112		zerebrospinal	cerebrospinale	cerebrospinal		spinnomozgovoi	cerebrospinal	spinnomozkovii	cerebrospinal	
n07450842	obrad	zeremonie	cerimonia	ceremonial ceremony	obrzed	ceremonija obrjad	seremoni	ceremonija	ceremonie	
n14633957	cer cer	cer	cerio	cerium ce	ce cer	cerij	cerium	tserii	cerium	cerium
n12587487	beethovenia cerifera	ceroxylon andicola beethovenia cerifera	ceroxylon andicola beethovenia cerifera	ceroxylon andicola	ceroxylon andicola beethovenia cerifera				ceroxylon andicola beethovenia cerifera	
n14670178	ceruzit	cerussit	cerussite	cerussite	cerusyt	tserussit		tserusit	cerusite	cerussa
n02430045	jelen	hirsch	cervo	cervid	jelen	olen	hjort	olen	cervides cervidae cerf	ceruus cerva cervus
n00213052	cese odstoupeni postoupeni	zession	cessione	cession	ustapienie odstapienie				cession	
n01927301	tasemnice	cestoda	cestoda cestodi	cestoda class cestoda	tasiemce				cestoda cestode cestodes	
n12902297		cestrum	cestrum	cestrum  genus cestrum	cestrum				cestrum	
n02062209		cetacea	cetacea	cetacea  order cetacea	cetacea				cetacea cetace cetaces	
n01485073	selache maxima	cetorhinus selache maxima	cetorhinus selache maxima	cetorhinus	cetorhinus selache maxima				cetorhinus	
n14155506	cysticka fibroza	mukoviszidose	cistofibrosi mucoviscidosi	cf mucoviscidosis cystic fibrosis	mukowiscydoza		cystisk fibrose		mucoviscidose  cf	
n00535557	cha-cha caca	cha-cha-cha	cha-cha-cha	cha-cha cha-cha-cha	cza-cza cha-cha cha-cha-cha	ca-ca-ca	cha cha cha		cha-cha-cha cha-cha-cha	
n15107196		chabasit	cabasite	chabazite chabasite	chabazyt  chabasyt				chabazite	
n02998841	cador	tschador	chador	chador chaddar chadar chuddar	czador czadra	cadra	chador	cadra	chador tchador	
n01923637		chatognatha	chaetognatha	chaetognatha  phylum chaetognatha					chaetognatha chaetognathes	
n02999410		kette	catena	chain	lancuch			lancjuh	chaine	catena
n03001627		stuhl		chair	fotel krzeslo	stul	stol	krislo	fauteuil chaise	cathedra
n00598056	profesura		professorato cattedra	chair  professorship	profesorstwo profesura	professura	professorat		chaise	
n03002711	sezlong chaise longue	chaiselongue	chaise longue	chaise longue	szezlong	sezlong shezlong			chaise-longue chaise longue	
n14782252	chalkantit	chalkanthit	calcantite	chalcanthite	chalkantyt	khal'kantit		khal'kantit	chalcantite	
n14806333	chalcedon	chalcedon  chalzedon	calcedonio	chalcedony calcedony	chalcedon	xalcedon	kalsedon	khaltsedon	calcedoine	calcedonius
n02217334		chalcididae	chalcididae	chalcidae chalcididae	chalcididae				chalcididae	
n02217997	chalkis	chalkida	calcide	chalcis	chalkida		khalkis		chalcis	chalcis
n14670344		chalkosin	calcocite	chalcocite	chalkozyn				chalcocite chalcosine	
n14670481	chalkopyrit	kupferkies  chalkopyrit	calcopirite	chalcopyrite	chalkopiryt	khal'kopirit	koparkis kopperkis	khal'kopirit	chalcopyrite	
n03002816	chata	chalet	chalet	chalet	szalet				chalet	
n03002948	kalich	kelch	calice	chalice goblet	kielich	kubok		kubok	gobelet calice	calix
n07681450		barches challah		challah hallah	chalka	xala		khala	bar'hes hallah	
n05392744	komora	kammer	camera	chamber	komora	kamera			chambre	
n02821627	loznice	kammer	camera	chamber	loznica sypialnia	spalnja		spalnja	chambre	camera
n07026239		kammermusik	musica da camera	chamber music		kamernaja muzyka	kammermusikk	kamerna muzika	musique de chambre	
n01693783	chameleon chameleon	chamaleon	camaleonte	chameleon chamaeleon	kameleon	xameleon		xameleon	cameleon	
n02419336		gamse gams	rupicapra rupicapra	chamois rupicapra rupicapra		serna		serna sarna	chamois rupicapra rupicapra	rupicapra rupicapra
n09906704	mistr sampion	meister	campione	champ  champion		cempion	mester		champion	
n07893642	sampanske	champagner	champagne	champagne	szampan	sampanskoje		sampanske	champagne	
n09393605			pianura	champaign plain	rownina	ravnina			champ plaine	
n11418138		gluck	fortuna destino	chance hazard fortune luck		sans			chance hasard fortune destinee	fortuna
n03004824	oltar	altarraum		chancel sanctuary	chor oltarz	altar  xor	kor	oltar	sanctuaire chancel	altare altarium chorus altaria
n09906848	kancler	kanzler		chancellor		kancler			chancelier	cancellarius
v00126264	zmenit promenit	verwandeln		change modify		pomenit  izmenit			changer modifier	cambiare
n03006398	kanal	kanal		channel		kanal	kanal		chaine	
n01142519		kanalisierung	canalizzazione	channelization canalization canalisation		kanalizacija		kanalizatsiia	canalisation	
n13004423				chanterelle cantharellus cibarius chantarelle	lisica lisiczka	lisicka	kantarell	lisichka	chanterelle cantharellus cibarius	
n07683490	capati	chapati	chapati chapatti	chapati chapatti	czapati capati chapati				chapati	
n03497657		hut	cappello	chapeau hat	kapelusz	sapka	hatt	sapka kapeljux	chapeau	
n03007130	kaple	kapelle	cappella	chapel		kapella			chapelle	
n09908508	kaplan	kaplan	cappellano	chaplain	kapelan	kapellan				capellanus
n06396142	kapitola	kapitel	capitolo	chapter	rozdzial kapitulum	glava	kapittel	rozdil hlava	chapitre	capitulum
n01412479	charophyta characeae	characeae charophyta charophyceae	characeae charophyta charophyceae	characeae	characeae charophyta charophyceae				characeae	
n07201562	charakterizace			characterisation  characterization	charakterystyka charakteryzowanie charakteryzacja				caracterisation	
n07201804	charakterizace			characterisation  delineation characterization	scharakteryzowanie obrazowanie charakteryzowanie ucharakteryzowanie	izobrazenije			caracterisation delimitation	
n04731497	charakteristika	charakteristik	caratteristica	characteristic			karaktertrekk		caracteristique	
a00356926	charakteristicky	charakteristisch		characteristic	charakterystyczny		karakteristisk		caracteristique	
n06780309	satira	satire parodie	parodia	charade travesty parody	parodia trawestacja szarada	satira	parodi	satyra	parodier parodie	satura
n00459727	sarady	scharade	sciarada	charades		sarada			charade	
n02021438		charadriiformes	caradriiformi charadriiformes	charadriiformes order charadriiformes					charadriiformes	
n04686537	charisma charizma	charisma	carisma	charisma	charyzma charyzmat	xarizma	karisma	kharizma	charisme	
n10334782	sarlatan	scharlatan	ciarlatano saltambanco saltimbanco cantambanco	charlatan mountebank	szarlatan	sarlatan  sarlatanka	sjarlatan		charlatan	
n00750306	sarlatanstvi	scharlatanereien	ciarlataneria ciarlatanismo	charlatanism					charlatanisme	
n09493374	charon	charon	caronte	charon		xaron			charon	
n06471737			carta statuto	charter	czarter karta statut charter		charter		charte	
n06522501			charter	charter	czarter charter				charte charter	
n07433336	charybda	charybdis	cariddi	charybdis	charybdis charybda	xaribda		kharibda	charybde	charybdis
n10161695	chasid	chassid		chassid hasid hassid chasid	chasyd				hassid	
n03010473	sasi podvozek	chassis	chassis	chassis	podwozie	sassi		sasi		
v00824292	potrestat	bestrafen strafen	castigare punire	chastise chasten	karac	strafovat pokarat' karat'	straffe	karati pokarati shtrafuvati karaite pokaraite	chatier punir	castigo punire
n06359467		chat-raum chatroom chatraum		chat room chatroom	chatroom		chatterom			
n09908853	sofer	chauffeuse chauffeur chauffeurin	chauffeur	chauffeur	szofer	sofjor			chauffeur	
n01156070		antifeminismus	antifemminismo	chauvinism antifeminism	antyfeminizm				antifeminisme chauvinisme	
n09911849	sovinista	chauvinist	sciovinista	chauvinist	szowinista	sovinist		shovinist	chauvin	
n09912075	sovinista	chauvinist chauvinistin	sciovinista	chauvinist	szowinista	sovinist sovinistka	sjavinist		chauvin	
n00167446	sach	schach		check	szach	sax	sjakk		echec	
n00502952	dama	dame damespiel	dama	checkers		saski	dam damspill	sasky	dames jeu de dames checkers dame	
n00167764	mat	schachmatt		checkmate mate	mat szach i mat szach-mat	mat sax i mat			mater	
n08517825	kontrola	grenzubergang kontrollpunkt	checkpoint check-point	checkpoint	checkpoint		grenseovergang		controle checkpoint	
n07852919	cedar	cheddar	formaggio cheddar	cheddar	cheddar czedar		cheddarost		cheddar fromage cheddar	
n07850329	syr	kase	cacio formaggio	cheese	ser	syr		syr	fromage	formaticum caseus
n07697313	cheeseburger	cheeseburger	cheeseburger	cheeseburger	cheeseburger		cheeseburger		cheeseburger	
n14363913		keloid	cheloide	cheloid  keloid	keloid				cheloide	
n00646833	analyza chemicka kvalitativni analyza	chemische analyse qualitative analyse	analisi qualitativa analisi chimica	chemical analysis qualitative analysis	analiza chemiczna		kjemisk analyse		analyse qualitative	
n08067342		chemieindustrie chemische industrie	chimica industriale industria chimica	chemical industry			kjemisk industri		industrie chimique	
n13446390	chemicky proces proces chemicky	chemisches verfahren chemische reaktion	processo chimico	chemical process	proces chemiczny		kjemisk prosess		procede chimique	
n13447361	reakce  chemicka reakce	reaktion chemische reaktion	reazione	chemical reaction reaction		reakcija	reaksjon	reakcija	reaction	
n11476767	chemoluminiscence chemiluminiscence	chemolumineszenz chemolumineszens chemilumineszenz	chemiluminescenza	chemiluminescence	chemiluminescencja	khemiliuminestsentsiia khemoliuminestsentsiia		khemiliuminestsentsiia	chimiluminescence	
n00489933		baccara	baccara chemin de fer	chemin de fer baccarat	bakar bakarat	bakkara		bakkara	baccara	
n09913824	chemik	chemiker	chimico	chemist	chemik				chimiste	
n10421470	farmaceut	apothekerin apotheker	farmacista droghiere	chemist pharmacist druggist apothecary	farmaceuta	farmacevt aptekarsa aptekar	apoteker		chimiste  pharmacien pharmacie apothicaire droguiste	
n06084469	chemie	chemie	chimica	chemistry	chemia	ximija	kjemi	ximija	chimie	
n00862859	chemotaxe	chemotaxis  chemotaktismus	chemiotattismo chemiotassi	chemotaxis	chemotaksja	khemotaksis		khemotaksis	chimiotactisme	
a02693533	chemoterapeuticky	chemotherapeutikum		chemotherapeutical  chemotherapeutic	chemioterapeutyczny				chimiotherapeutique	
